station_id,lat,long,year,month,day,hour,forecast,gridpp,observation,observation_quality,gridpp_error,number_of_observations
SN61810,62.6578,8.0425,2019,5,13,12,2.413569999999993,1.632349999999974,3.4,0,1.767650000000026,1309.0
SN91740,69.7887,20.9553,2019,5,13,12,5.036620000000028,5.649999999999977,5.5,0,0.1499999999999772,1391.0
SN60240,62.191,6.9933,2019,5,13,12,1.356929999999977,-0.8038999999999987,0.1,0,0.9038999999999988,1380.0
SN36330,58.5158,8.7028,2019,5,13,12,13.436039999999991,13.77487000000002,11.4,0,2.374870000000019,1378.0
SN90110,69.4229,18.6208,2019,5,13,12,1.110839999999996,-1.0545000000000186,-1.9,0,0.8454999999999813,1386.0
SN19663,59.964,10.3435,2019,5,13,12,10.037599999999998,10.043949999999995,7.6,0,2.443949999999996,1327.0
SN47350,59.4382,5.078,2019,5,13,12,8.726069999999993,8.050000000000011,7.9,0,0.150000000000011,1390.0
SN27433,59.1745,10.3655,2019,5,13,12,12.856929999999975,12.940249999999992,12.0,0,0.9402499999999918,1390.0
SN3810,59.5872,11.166,2019,5,13,12,12.442870000000028,12.703599999999994,12.5,0,0.2035999999999944,1383.0
SN53101,61.1724,6.6452,2019,5,13,12,9.172360000000026,8.25,8.1,0,0.1500000000000003,1372.0
SN24230,60.2225,9.8408,2019,5,13,12,11.076660000000004,11.945040000000006,11.2,0,0.7450400000000066,1318.0
SN44560,58.8843,5.637,2019,5,13,12,10.220199999999975,9.949999999999989,9.8,0,0.1499999999999879,1392.0
SN90400,69.6538,18.9095,2019,5,13,12,5.961430000000007,4.149999999999977,4.7,0,0.5500000000000229,1393.0
SN36560,58.6582,8.63,2019,5,13,12,12.301269999999988,12.11284999999998,12.2,0,0.0871500000000189,1333.0
SN11125,60.2852,11.1358,2019,5,13,12,10.129399999999976,11.806519999999978,10.0,0,1.8065199999999777,1326.0
SN78360,66.1317,13.5867,2019,5,13,12,3.6655299999999897,7.149999999999977,7.0,0,0.1499999999999772,1392.0
SN94195,70.2784,24.1009,2019,5,13,12,1.1879999999999882,2.151900000000012,2.6,0,0.4480999999999882,1278.0
SN61340,62.5643,7.672,2019,5,13,12,8.247560000000021,9.724150000000009,8.4,0,1.3241500000000084,1346.0
SN13655,61.5308,9.4023,2019,5,13,12,3.802250000000015,3.850000000000023,3.7,0,0.150000000000023,1390.0
SN59450,62.1467,5.2115,2019,5,13,12,6.357899999999972,8.611400000000003,8.8,0,0.1885999999999974,1393.0
SN12590,60.928,10.6725,2019,5,13,12,10.34814,12.134340000000009,9.8,0,2.334340000000008,1329.0
SN18269,59.9535,10.9035,2019,5,13,12,10.63427999999999,12.03134,11.8,0,0.2313399999999994,1306.0
SN87110,69.3073,16.1312,2019,5,13,12,5.901859999999999,5.949999999999989,5.8,0,0.1499999999999888,1386.0
SN43220,58.3798,6.1937,2019,5,13,12,11.996579999999994,12.697969999999998,11.2,0,1.4979699999999987,1263.0
SN63595,62.5818,9.2136,2019,5,13,12,2.263179999999977,7.123499999999979,5.7,0,1.4234999999999784,1315.0
SN59800,62.3293,5.268,2019,5,13,12,5.9839000000000055,6.649999999999977,6.5,0,0.1499999999999772,1392.0
SN3370,59.3193,11.0422,2019,5,13,12,13.034670000000006,13.60226,13.3,0,0.3022599999999986,1386.0
SN16271,61.8883,9.4798,2019,5,13,12,3.651859999999999,3.6066000000000153,2.4,0,1.2066000000000154,1360.0
SN19923,59.819,10.33,2019,5,13,12,10.80322000000001,12.161560000000009,9.7,0,2.4615600000000093,1317.0
SN88010,68.6753,17.9052,2019,5,13,12,0.541499999999985,2.56223,1.8,0,0.76223,1256.0
SN90630,69.903,19.4737,2019,5,13,12,4.2534200000000055,5.239959999999996,5.9,0,0.660040000000004,1290.0
SN33300,59.7675,7.8173,2019,5,13,12,1.6567400000000134,-0.1132200000000125,-1.8,0,1.6867799999999875,1370.0
SN76939,56.2782,3.3928,2019,5,13,12,8.448730000000012,8.363200000000006,12.5,0,4.136799999999994,1344.0
SN27450,59.23,10.3483,2019,5,13,12,12.948730000000012,11.850000000000025,11.7,0,0.1500000000000252,1392.0
SN34370,58.9397,9.3323,2019,5,13,12,12.71629999999999,13.417449999999974,11.2,0,2.2174499999999746,1295.0
SN3005,59.1778,11.2075,2019,5,13,12,12.123539999999991,13.341279999999983,11.8,0,1.5412799999999829,1279.0
SN32540,59.2728,9.2802,2019,5,13,12,12.456540000000018,14.154800000000025,13.2,0,0.9548000000000254,1300.0
SN57000,61.391,5.76,2019,5,13,12,7.637200000000007,8.050000000000011,7.9,0,0.150000000000011,1392.0
SN63630,62.6352,9.392,2019,5,13,12,-4.204600000000028,-5.363369999999975,-4.0,0,1.3633699999999749,1391.0
SN24890,60.567,9.1323,2019,5,13,12,10.766099999999994,12.449999999999989,12.3,0,0.1499999999999879,1384.0
SN85040,68.368,15.943,2019,5,13,12,4.530759999999987,5.449999999999989,5.3,0,0.1499999999999888,1393.0
SN3190,59.2852,11.1128,2019,5,13,12,14.068849999999998,12.25,12.1,0,0.1500000000000003,1393.0
SN50507,60.331,5.2992,2019,5,13,12,11.208500000000017,11.251800000000005,10.7,0,0.5518000000000054,1324.0
SN90800,70.2452,19.4997,2019,5,13,12,5.437999999999988,5.149999999999977,5.0,0,0.1499999999999772,1393.0
SN52535,60.7525,4.715,2019,5,13,12,8.452639999999974,7.596369999999979,7.9,0,0.3036300000000214,1384.0
SN46425,59.8228,6.7383,2019,5,13,12,4.600099999999998,1.4499999999999886,3.8,0,2.350000000000011,1327.0
SN85560,68.155,13.615,2019,5,13,12,5.587400000000002,6.550000000000011,6.4,0,0.150000000000011,1373.0
SN38730,58.6007,8.4167,2019,5,13,12,12.137200000000009,12.350000000000025,12.2,0,0.1500000000000252,1390.0
SN26950,59.6027,10.4047,2019,5,13,12,11.422360000000026,12.815279999999971,12.6,0,0.2152799999999715,1386.0
SN64300,63.1257,7.7027,2019,5,13,12,7.359860000000026,7.436199999999985,7.9,0,0.4638000000000151,1343.0
SN31400,59.8655,8.6978,2019,5,13,12,3.7339000000000055,5.598850000000027,4.1,0,1.4988500000000275,1386.0
SN4960,60.2688,11.4792,2019,5,13,12,10.688960000000009,11.319669999999974,9.8,0,1.519669999999973,1262.0
